SentId,Word,POS,Tag
NaN,sanggol,NNC,Humans_Body
NaN,tigil,VBAF,O
NaN,iyak,VBTR_VBOF,O
NaN,hindi,RBF,O
NaN,tagal,VBTS,O
NaN,zu,FW,O
NaN,zi,FW,O
NaN,iyak,VBTR_VBAF,O
Sentence: 2467,uwi,VBTS,O
Sentence: 2468,kuha,VBOF,O
NaN,sanggol,NNC,Humans_Body
Sentence: 2469,inaliw,VBTS,O
Sentence: 2470,kanta,VBAF,O
NaN,panghele,JJD,O
Sentence: 2471,tigil,VBAF,O
NaN,iyak,NNC,O
NaN,sanggol,NNC,Humans_Body
Sentence: 2472,intindi,VBTR,O
NaN,nina,DTPP,O
NaN,zu,NNP,O
NaN,zi,FW,O
NaN,dahilan,NNC,O
Sentence: 2473,hirap,JJD,O
NaN,pata,NNC,Animals
NaN,sanggol,NNC,Humans_Body
Sentence: 2474,mas,JJCC,O
NaN,buti,JJD_CCP,O
NaN,huwag,RBF,O
NaN,ano,PRQ_CCP,O
NaN,ingay,NNC,O
Sentence: 2475,sshhhhhh,NNC,O
Sentence: 2476,kuneho,JJC,Animals
NaN,tulong,NNC,O
NaN,mo,PRS,O
NaN,tawag,VBS,O
NaN,ginoo,NNC_CCP,Humans_Body
NaN,kambing,NNC,Animals
Sentence: 2477,bang,RBM,O
NaN,paskil,VBOF,O
NaN,mo,PRS,O
NaN,babala,NNC_CCP,O
NaN,tunog,JJD_CCP,O
NaN,kampanilya,NNC,Objects
NaN,dulot,VBTF,O
NaN,laki,JJD_CCP,O
NaN,kaguluhan,NNC,O
NaN,tunog,VBOF,O
Sentence: 2478,labis,JJCS,O
NaN,siya,NNC,O
NaN,lundag,NNC,O
NaN,lundag,NNC,O
NaN,kuneho,NNC,Animals
NaN,tulo,NNC,O
Sentence: 2479,hindi,RBF,O
NaN,malay,VBTR,O
NaN,bilis,VBTS,O
NaN,lundag,NNC,O
NaN,wala,VBTS,O
NaN,ilang,PRQ_CCP,O
NaN,papel,NNC,Objects
NaN,bigay,VBOF,O
NaN,ginoo,NNC_CCP,Humans_Body
NaN,kambing,NNC,Animals
Sentence: 2480,bilis,RBD,O
NaN,narating,VBTS,O
NaN,koneho,JJC,Animals
NaN,kampanilya,NNC,Objects
NaN,paskil,VBOF,O
NaN,babala,NNC,O
Sentence: 2481,lundag,VBAF,O
NaN,lundag,VBAF,O
NaN,kuneho,JJC,Animals
NaN,man,RBI,O
NaN,di,RBF,O
NaN,lundag,VBW,O
NaN,mas,JJCC,O
NaN,taas,JJD,O
NaN,paskil,VBW,O
NaN,babala,NNC,O
Sentence: 2482,huh,PRS,O
Sentence: 2483,nang,RBW,O
NaN,bigla,RBD_CCP,O
NaN,dati,VBAF,O
NaN,tigre,NNC,Animals
Sentence: 2484,mo,PRS,O
NaN,kuneho,JJC,Animals
NaN,ako,PRS,Humans_Body
NaN,paskil,VBTF,O
NaN,isa,PRI_CCP,O
NaN,babala,NNC,O
NaN,kay,DTP,O
Sentence: 2485,kambing,NNC,Animals
NaN,sagot,NNC,O
NaN,kuneho,NNC,Animals
Sentence: 2486,di,RBF,O
NaN,abot,VBW,O
Sentence: 2487,matutulungan,VBTF,O
NaN,mo,PRS,O
NaN,ba,RBI,O
NaN,ako,PRS,Humans_Body
Sentence: 2488,sige,RBT,O
NaN,muna,RBI,O
NaN,ito,PRO_CCP,O
NaN,basa,VBW,O
Sentence: 2489,kuha,VBOF,O
NaN,tigre,RBT,Animals
NaN,papel,NNC,Objects
NaN,kay,DTP,O
NaN,kuneho,NNC,Animals
Sentence: 2490,huwag,RBF,O
NaN,patunugin,RBD,O
NaN,kampana,NNC,Objects
NaN,bakit,PRQ,O
NaN,hindi,RBF,O
NaN,gusto,VBS_CCP,O
NaN,laman,VBW,O
NaN,tigre,NNC,Animals
Sentence: 2491,hindi,RBF,O
NaN,tano,VBTS,O
NaN,kuneho,NNC,Animals
NaN,kay,DTP,O
Sentence: 2492,kambing,NNC,Animals
NaN,dahilan,NNC,O
Sentence: 2493,alala,VBTS,O
NaN,siya,PRS_CCP,O
NaN,dalawa,JJN_CCP,O
NaN,papel,NNC,Objects
Sentence: 2494,wala,VBTS,O
NaN,isa,PRI,O
Sentence: 2495,dahil,RBM,O
NaN,nasa,RBL,O
NaN,papel,NNC,Objects
NaN,sagot,NNC,O
Sentence: 2496,rin,RBI,O
NaN,patunugin,RBD,O
NaN,kampana,RBD,Objects
NaN,tigre,NNC,Animals
Sentence: 2497,yuko,VBTS,O
NaN,kuneho,NNC,Animals
Sentence: 2498,hindi,RBF,O
NaN,tiyak,RBT,O
NaN,anda,JJD_CCP,O
NaN,ideya,NNC,O
NaN,iyan,PRO,O
Sentence: 2499,yabang,JJD,O
NaN,sagot,VBTS,O
NaN,tigre,FW,Animals
NaN,kuneho,NNC,Animals
Sentence: 2500,wala,VBN,O
NaN,ako,PRS_CCP,Humans_Body
NaN,pakialam,NNC,O
Sentence: 2501,sakit,VBW,O
Sentence: 2502,hila,VBOF,O
NaN,tigre,NNC,Animals
NaN,tali,NNC,Objects
Sentence: 2503,habang,RBW,O
NaN,hintay,VBTR,O
NaN,nag,PRSP_CCP,O
NaN,aalala,FW,O
NaN,kuneho,NNC,Animals
Sentence: 2504,ding,RBI_CCP,O
NaN,donggg,NNC,O
Sentence: 2505,bigla,RBD_CCP,O
NaN,bagsak,VBAF,O
NaN,kampanilya,NNC,Objects
Sentence: 2506,buzz,FW,O
NaN,buzz,FW,O
NaN,isa,PRI_CCP,O
NaN,pulut,NNC,O
NaN,pukyutan,NNC,Animals
NaN,mga,DTCP,O
NaN,bubuyog,NNC,Animals
NaN,galit,NNC,O
NaN,galit,NNC,O
Sentence: 2507,blag,FW,O
NaN,blag,FW,O
NaN,blag,FW,O
NaN,takbo,NNC,O
NaN,takbo,NNC,O
NaN,takbo,NNC,O
NaN,alis,VBAF,O
NaN,sigaw,VBTR,O
NaN,kuneho,NNC,Animals
NaN,tigre,NNC,Animals
Sentence: 2508,talon,VBAF,O
NaN,ilalim,JJD,O
NaN,tubig,NNC,Natural_Environment
NaN,nauunawaan,VBTR,O
NaN,bakit,PRQ,O
NaN,hindi,RBF,O
NaN,patunugin,RBD,O
NaN,kampanilya,NNC,Objects
Sentence: 2509,saya,JJD,Objects
NaN,aliwalas,JJD,O
NaN,ilog,NNC,Natural_Environment
Sentence: 2510,nangitlog,VBTS,O
NaN,tatlo,CDB,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,pugad,NNC,Objects
Sentence: 2511,maya,RBW,Animals
NaN,ramdam,VBTS,O
NaN,gutm,FW,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
Sentence: 2512,alis,VBAF,O
NaN,muna,RBI,O
NaN,hanap,VBAF,O
NaN,kaka,VBW,O
Sentence: 2513,dali,VBTS,O
NaN,balik,VBW,O
NaN,agad,RBW,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
Sentence: 2514,nang,RBW,O
NaN,balik,VBAF,O
NaN,gabi,RBW_CCP,Natural_Environment
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,pugad,NNC,Objects
NaN,wala,VBN,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
Sentence: 2515,iyak,VBAF,O
NaN,hindi,RBF,O
NaN,mahal,JJCS_JJD,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
Sentence: 2516,rinig,VBTS,O
NaN,tariktik,NNC,O
NaN,iyak,NNC,O
Sentence: 2517,lipad,VBAF,O
NaN,baba,RBD,O
NaN,kausap,VBOF,O
NaN,bibe,NNC,Animals
Sentence: 2518,alam,VBS,O
NaN,nangyari,VBTS,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
NaN,mo,PRS,O
NaN,kay,DTP,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
Sentence: 2519,nakaw,VBTS,O
NaN,isa,PRI_CCP,O
NaN,ahas,NNC,Animals
NaN,lagay,VBOF,O
NaN,isa,PRI_CCP,O
NaN,lungga,NNC,Natural_Environment
Sentence: 2520,wag,RBF,O
NaN,kang,PRS_CCP,O
NaN,mag,VBW,O
NaN,alala,NNC,O
Sentence: 2521,kukuhanin,VBOF,O
NaN,natin,PRP,Humans_Body
NaN,alis,NNC,O
NaN,búkas,NNC,O
Sentence: 2522,nang,RBW,O
NaN,sunod,VBAF,O
NaN,araw,NNC,Natural_Environment
NaN,kasama,VBW,O
NaN,silang,PRP_CCP,Humans_Body
NaN,punta,VBAF,O
NaN,lungga,NNC,Natural_Environment
NaN,ahas,NNC,Animals
NaN,hintay,VBTS,O
NaN,alis,VBW,O
Sentence: 2523,dali,JJD,O
NaN,dali,JJD,O
NaN,silang,PRP_CCP,Humans_Body
NaN,pasok,VBAF,O
NaN,kuha,VBOF,O
NaN,itlog,NNC,Objects
NaN,nasa,RBL,O
NaN,lungga,NNC,Natural_Environment
Sentence: 2524,nang,RBW,O
NaN,balik,VBW,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
NaN,pugad,NNC,Objects
NaN,pansin,VBTS,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,hindi,RBF,O
NaN,tama,RBT,O
Sentence: 2525,hindi,RBF,O
NaN,kuwak,NNC,O
Sentence: 2526,nadal,VBTS,O
NaN,rin,RBI,O
NaN,tyong,PRO_CCP,Humans_Body
NaN,iba,PRI_CCP,O
NaN,itlog,NNC,Objects
Sentence: 2527,hindi,RBF,O
NaN,inintindi,VBTS,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
Sentence: 2528,pasiya,VBTS,O
NaN,siya,PRS_CCP,O
NaN,limlim,VBOF,O
NaN,mga,DTCP,O
NaN,pisa,VBW,O
Sentence: 2529,lipas,VBAF,O
NaN,ilang,PRQ_CCP,O
NaN,araw,NNC,Natural_Environment
NaN,isa,PRI,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
NaN,pisa,VBTS,O
Sentence: 2530,isa,PRI_CCP,O
NaN,iba,JJD_CCP,O
NaN,nilalang,NNC,Animals
NaN,labas,VBAF,O
NaN,taka,NNC_CCP,O
NaN,taka,NNC_CCP,O
NaN,ting,VBOF,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,tawag,VBOF,O
NaN,tariktik,NNC,O
Sentence: 2531,hindi,RBF,O
NaN,liit,JJD,O
Sentence: 2532,tuka,NNC,Animals
Sentence: 2533,paa,NNC,Humans_Body
Sentence: 2534,kumakawag,VBAF,O
NaN,buntot,NNC,Humans_Body
NaN,porcupine,NNC,Animals
Sentence: 2535,ba,RBI,O
Sentence: 2536,tawa,VBAF,O
NaN,tariktik,JJD,O
NaN,sabi,VBOF_CCP,O
NaN,isa,PRI,O
NaN,ito,PRO_CCP,O
NaN,platypus,NNC,Animals
Sentence: 2537,tuloy,VBTS_VBOF,O
NaN,mo,PRS,O
NaN,lang,RBI,O
NaN,limlim,VBW,O
NaN,iba,PRI_CCP,O
NaN,itlog,NNC,Objects
NaN,balik,VBTF,O
NaN,kaniya,PRSP_CCP,O
NaN,nanay,NNC,Humans_Body
Sentence: 2538,lipas,VBAF,O
NaN,mga,DTCP,O
NaN,araw,NNC,Natural_Environment
NaN,isa,PRI,O
NaN,pang,RBI_CCP,O
NaN,itlog,NNC,Objects
NaN,pisa,VBTS,O
Sentence: 2539,napakuwak,VBTS,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,bigla,NNC,O
NaN,nang,RBW,O
NaN,tusok,VBW,O
NaN,balahibo,NNC,Humans_Body
Sentence: 2540,hindi,RBF,O
NaN,anak,NNC,Humans_Body
Sentence: 2541,baba,VBAF,O
NaN,tariktik,RBW,O
NaN,liwanag,VBW,O
Sentence: 2542,isa,PRI,O
NaN,ito,PRO_CCP,O
NaN,echidna,NNC,O
Sentence: 2543,tuloy,VBOF,O
NaN,mo,PRS,O
NaN,limlim,JJD,O
NaN,iba,PRI_CCP,O
NaN,itlog,NNC,Objects
NaN,balik,VBTF,O
NaN,kaniya,PRSP_CCP,O
NaN,nanay,NNC,Humans_Body
Sentence: 2544,isa,PRI_CCP,O
NaN,araw,NNC,Natural_Environment
NaN,tatlong,JJN_CCP,O
NaN,itlog,NNC,Objects
NaN,sabay,RBD,O
NaN,sabay,RBD,O
NaN,pisa,RBD,O
Sentence: 2545,tatlong,JJN_CCP,O
NaN,liit,JJD,O
NaN,sisiw,NNC,Animals
NaN,labas,VBAF,O
Sentence: 2546,awit,VBTS,O
NaN,tuwa,NNC,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
Sentence: 2547,labas,VBAF,O
NaN,mga,DTCP,O
NaN,sisiw,NNC,Animals
Sentence: 2548,ring,RBI_CCP,O
NaN,natitiráng,VBTS_CCP,O
NaN,dalawa,JJN_CCP,O
NaN,itlog,NNC,Objects
NaN,pugad,NNC,Objects
Sentence: 2549,inisip,VBTS,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,iwan,VBTF,O
NaN,mga,DTCP,O
NaN,pugad,NNC,Objects
Sentence: 2550,puwede,RBT,O
NaN,mo,PRS,O
NaN,bang,RBI_CCP,O
NaN,limlim,NNC,O
NaN,rin,RBI,O
NaN,mga,DTCP,O
NaN,itlog,NNC,Objects
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,pakiusap,NNC,O
NaN,tariktik,NNC,O
Sentence: 2551,sandaling,JJD_CCP,O
NaN,pisa,VBW,O
NaN,laman,VBTF,O
NaN,natin,PRP,Humans_Body
NaN,kanino,PRSP_CCP,O
NaN,nanay,NNC,Humans_Body
NaN,natin,PRP,Humans_Body
NaN,balik,VBTF,O
Sentence: 2552,di,RBF,O
NaN,tagal,VBTS,O
NaN,isa,PRI_CCP,O
NaN,itlog,NNC,Objects
NaN,pisa,NNC,O
Sentence: 2553,isa,PRI_CCP,O
NaN,amo,JJD_CCP,Humans_Body
NaN,pagong,NNC,Animals
NaN,labas,VBAF,O
Sentence: 2554,nanay,NNC,Humans_Body
NaN,bibe,NNC,Animals
NaN,puwede,RBT,O
NaN,bang,RBM,O
NaN,lang,RBI,O
NaN,tanong,NNC_CCP,O
NaN,mga,DTCP,O
NaN,sisiw,NNC,Animals
Sentence: 2555,hindi,RBF,O
NaN,puwede,RBT,O
NaN,mga,DTCP,O
NaN,anak,NNC,Humans_Body
Sentence: 2556,uwi,VBAF,O
NaN,nanay,NNC,Humans_Body
Sentence: 2557,tuwa,VBTF,O
Sentence: 2558,wakas,RBW,O
NaN,simula,VBTS_CCP,O
NaN,pisa,VBW,O
NaN,huli,RBW,O
NaN,laki,JJCS_JJD_CCP,O
NaN,itlog,NNC,Objects
Sentence: 2559,labas,VBAF,O
NaN,isa,PRI_CCP,O
NaN,liit,JJD,O
NaN,buwaya,NNC,Animals
NaN,ilang,PRQ_CCP,O
NaN,sandali,NNC,O
NaN,ito,PRO_CCP,O
NaN,nakipaghabulan,VBTS,O
NaN,mga,DTCP,O
NaN,sisiw,NNC,Animals
NaN,gapang,VBAF,O
NaN,layo,RBD,O
NaN,hanap,VBOF,O
NaN,ina,NNC,Humans_Body
Sentence: 2560,nutuwa,VBTS,O
NaN,ina,NNC_CCP,Humans_Body
NaN,bibe,NNC,Animals
NaN,mga,DTCP,O
NaN,sisiw,NNC,Animals
Sentence: 2561,hanap,VBTS,O
NaN,saya,JJD_CCP,Objects
NaN,tahanan,NNC,Objects
Sentence: 2562,punta,VBTF,O
NaN,karnabal,NNC,Urban_Environment
Sentence: 2563,yehey,FW,O
NaN,sigaw,NNC,O
NaN,liit,JJD,O
NaN,daga,NNC,Animals
Sentence: 2564,yehey,FW,O
NaN,sigaw,NNC,O
NaN,mas,JJCC,O
NaN,liit,JJD,O
NaN,daga,NNC,Animals
Sentence: 2565,yehey,FW,O
NaN,sigaw,NNC,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
Sentence: 2566,layon,NNC,O
NaN,subukan,VBOF,O
NaN,sakay,NNC,O
NaN,karnabal,NNC,Urban_Environment
NaN,huwag,RBF,O
NaN,niyo,PRP,O
NaN,ako,PRS_CCP,Humans_Body
NaN,wala,VBOF,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
NaN,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,kuya,NNC,Humans_Body
Sentence: 2567,karera,VBAF,O
NaN,gamit,VBS,Objects
NaN,sakayang,JJD_CCP,Transportation
NaN,kotse,NNC,Transportation
Sentence: 2568,ikot,VBAF,O
NaN,ikot,NNC,O
NaN,taas,VBTS,O
NaN,baba,JJD,O
NaN,tsubibo,NNC,O
Sentence: 2569,sinakyan,VBTS,O
NaN,ikot,JJD,O
NaN,ikot,NNC,O
NaN,sasakyang,NNC_CCP,O
NaN,katerpilar,JJD,Animals
Sentence: 2570,kapatid,NNC,Humans_Body
NaN,lakad,VBTS,O
NaN,punta,RBL,O
NaN,tinda,NNC,Objects
NaN,mga,DTCP,O
NaN,lobo,NNC,Animals
Sentence: 2571,isa,PRI,O
NaN,bili,VBAF,O
NaN,lobo,NNC,Animals
Sentence: 2572,isa,PRI_CCP,O
NaN,lobo,NNC,Animals
NaN,dalawa,JJN_CCP,O
NaN,lobo,NNC,Animals
Sentence: 2573,sandali,RBW,O
NaN,lang,RBI,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
Sentence: 2574,liit,JJD,O
NaN,daga,NNC,Animals
NaN,mas,JJCC,O
NaN,liit,JJD,O
NaN,daga,NNC,Animals
NaN,takbo,VBAF,O
NaN,balik,RBD,O
NaN,mga,DTCP,O
NaN,laruang,NNC_CCP,Urban_Environment
NaN,sakayang,JJD_CCP,Transportation
NaN,kotse,NNC,Transportation
Sentence: 2575,wala,VBN,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
Sentence: 2576,takbo,VBAF,O
NaN,tsubibo,NNC,O
Sentence: 2577,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
NaN,wala,VBN,O
Sentence: 2578,takbo,VBAF,O
NaN,naman,RBI,O
NaN,balik,RBD,O
NaN,sakayang,JJD_CCP,Transportation
NaN,katerpilar,NNC,Animals
Sentence: 2579,wala,VBN,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
Sentence: 2580,takbo,VBAF,O
NaN,naman,RBI,O
NaN,balik,VBW,O
NaN,ruweda,NNC,O
Sentence: 2581,salamat,RBS,O
NaN,diyos,NNC,Natural_Environment
NaN,roon,PRL,O
NaN,liit,JJCS_JJD,O
NaN,daga,NNC,Animals
Sentence: 2582,kapatid,NNC,Humans_Body
NaN,daga,NNC,Animals
NaN,bili,VBAF,O
NaN,tig,NNCA,O
NaN,isa,PRI_CCP,O
NaN,baso,NNC,Objects
NaN,katas,NNC,Objects
NaN,tubo,NNC,O
Sentence: 2583,isa,PRI_CCP,O
NaN,baso,NNC,Objects
NaN,dalawa,JJN_CCP,O
NaN,baso,NNC,Objects
NaN,tatlong,JJN_CCP,O
NaN,baso,NNC,Objects
Sentence: 2584,isa,PRI_CCP,O
NaN,sayang,JJCS_JJD_CCP,O
NaN,araw,NNC,Natural_Environment
NaN,karnabal,NNC,Urban_Environment
NaN,yehey,NNC,O
NaN,yehey,NNC,O
NaN,yehey,NNC,O
Sentence: 2585,ayaw,RBF,O
NaN,tulog,VBW,O
NaN,greeny,NNC,O
Sentence: 2586,ngayong,RBW_CCP,O
NaN,araw,NNC,Natural_Environment
NaN,isa,PRI_CCP,O
NaN,puno,NNC,O
Sentence: 2587,hindi,RBF,O
NaN,naman,RBI,O
NaN,kailangang,VBS_CCP,O
NaN,tulog,VBW,O
NaN,mga,DTCP,O
NaN,puno,NNC,O
Sentence: 2588,mga,DTCP,O
NaN,puno,JJD,O
NaN,laro,VBAF,O
NaN,buo,PRI_CCP,O
NaN,araw,NNC,Natural_Environment
Sentence: 2589,lang,RBI,O
NaN,mga,DTCP,O
NaN,puno,NNC,O
NaN,kulay,NNC,O
NaN,luntian,NNC,O
Sentence: 2590,naku,RBD,O
NaN,hindi,RBF,O
NaN,hanap,VBW,O
NaN,tatay,NNC,Humans_Body
NaN,greeny,NNC,O
Sentence: 2591,tago,VBTR,O
NaN,mga,DTCP,O
NaN,puno,NNC,O
Sentence: 2592,saya,NNC,Objects
NaN,saya,NNC,Objects
NaN,puno,NNC,O
Sentence: 2593,paso,VBTS,O
NaN,laro,VBAF,O
NaN,init,NNC,O
NaN,araw,NNC,Natural_Environment
Sentence: 2594,hindi,RBF,O
NaN,po,RBS,O
NaN,ba,RBI,O
Sentence: 2595,totoo,RBT,O
NaN,lang,RBI,O
NaN,sobra,JJCS_CCP,O
NaN,init,NNC,O
Sentence: 2596,gawin,VBOF,O
NaN,greeny,FW,O
Sentence: 2597,ano,PRQ_CCP,O
NaN,gawin,VBOF,O
NaN,greeny,NNC,O
Sentence: 2598,ba,RBI,O
NaN,siya,PRS_CCP,O
NaN,uwi,VBAF,O
NaN,kaniya,PRSP_CCP,O
NaN,tatay,NNC,Humans_Body
Sentence: 2599,daan,JJN,O
NaN,uwi,FW,O
NaN,ligaw,FW,O
NaN,greeny,FW,O
Sentence: 2600,hanap,VBTS,O
NaN,tatay,NNC,Humans_Body
NaN,greeny,NNC,O
Sentence: 2601,tuloy,JJD,O
NaN,tuloy,JJD,O
NaN,lakad,VBW,O
NaN,greeny,FW,O
NaN,makarating,VBW,O
NaN,isa,PRI_CCP,O
NaN,ilog,NNC,Natural_Environment
Sentence: 2602,pagod,JJD,O
NaN,takot,NNC,O
NaN,iyak,VBTS,O
NaN,greeny,NNC,O
Sentence: 2603,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,luha,NNC,O
NaN,sanhi,NNC,O
NaN,baha,VBW,Natural_Environment
NaN,ilog,NNC,Natural_Environment
Sentence: 2604,buo,PRI_CCP,O
NaN,lungsod,NNC,Urban_Environment
NaN,baha,VBOF,Natural_Environment
Sentence: 2605,aha,FW,O
NaN,isip,VBTS,O
NaN,greeny,NNC,O
Sentence: 2606,sulat,VBTF,O
NaN,mensahe,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,tatay,NNC,Humans_Body
NaN,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,dahon,NNC,Natural_Environment
Sentence: 2607,luntiang,JJD_CCP,O
NaN,mundo,NNC,Natural_Environment
NaN,ding,RBI_CCP,O
NaN,tulo,VBTS,O
NaN,kaniya,PRSP,O
Sentence: 2608,salamat,RBS,O
NaN,luntiang,JJD_CCP,O
NaN,mundo,NNC,Natural_Environment
NaN,tanggap,VBTS,O
NaN,kaniya,PRSP_CCP,O
NaN,tatay,NNC,Humans_Body
NaN,mensahe,NNC,O
NaN,wakas,RBW,O
Sentence: 2609,tatay,NNC,Humans_Body
NaN,greeny,NNC,O
Sentence: 2610,tatay,NNC,Humans_Body
NaN,greeny,NNC,O
Sentence: 2611,pagod,JJD,O
NaN,pagod,NNC,O
NaN,greeny,NNC,O
Sentence: 2612,lang,RBI,O
NaN,tulog,VBW,O
Sentence: 2613,greeny,FW,O
NaN,gising,JJD,O
NaN,pasok,RBD,O
NaN,eskwela,RBD,Urban_Environment
NaN,tawag,VBS,O
NaN,kaniya,PRSP_CCP,O
NaN,tatay,NNC,Humans_Body
Sentence: 2614,hindi,RBF,O
NaN,po,RBS,O
NaN,greeny,NNC,O
Sentence: 2615,ako,PRS,Humans_Body
NaN,po,RBS,O
NaN,isa,PRI_CCP,O
NaN,pusa,NNC,Animals
Sentence: 2616,mga,DTCP,O
NaN,pusa,NNC,Animals
NaN,hindi,RBF,O
NaN,pasok,VBTR_VBAF,O
NaN,aga,JJD,O
NaN,paaralan,NNC,Urban_Environment
Sentence: 2617,walo,JJN_CCP,O
NaN,hakbang,NNC,O
NaN,puno,NNC,O
NaN,sulat,NNC,O
NaN,ganap,NNC,O
NaN,greeny,NNC,O
Sentence: 2618,hanap,VBAF,O
NaN,paso,JJD,O
Sentence: 2619,punan,VBOF,O
NaN,lupa,NNC,Natural_Environment
Sentence: 2620,tanim,VBOF,O
NaN,mga,DTCP,O
NaN,paa,NNC,Humans_Body
Sentence: 2621,unat,VBOF,O
NaN,mga,DTCP,O
NaN,braso,NNC,Humans_Body
Sentence: 2622,dilig,VBOF,O
NaN,halaman,NNC,Objects
Sentence: 2623,lagay,VBAF,O
NaN,taba,NNC,O
Sentence: 2624,hintay,VBW,O
Sentence: 2625,ligaya,JJD_CCP,O
NaN,bati,NNC,O
NaN,isa,PRI_CCP,O
NaN,ganap,JJD,O
NaN,puno,NNC,O
Sentence: 2626,babala,NNC,O
NaN,mga,DTCP,O
NaN,pagkakataong,NNC_CCP,O
NaN,hindi,RBF,O
NaN,kumpleto,JJD,O
NaN,bago,NNC,O
Sentence: 2627,mga,DTCP,O
NaN,sunod,VBTR,O
Sentence: 2628,bago,NNC,O
Sentence: 2629,tinik,NNC,Objects
NaN,buo,PRI_CCP,O
NaN,katawan,NNC,Humans_Body
Sentence: 2630,tigas,JJD,O
NaN,kahoy,NNC,Objects
Sentence: 2631,talahib,NNC,Objects
Sentence: 2632,oops,FW,O
NaN,subukan,VBOF,O
Sentence: 2633,tiyo,NNC,Humans_Body
NaN,som,NNC,O
Sentence: 2634,tiyo,NNC,Humans_Body
NaN,som,FW,O
NaN,nag,FW,O
NaN,aayos,FW,O
NaN,anim,JJN,O
NaN,aparador,NNC,Objects
Sentence: 2635,lima,JJN_CCP,O
NaN,upuan,NNC,Objects
Sentence: 2636,apat,JJN,O
NaN,lagari,NNC,O
Sentence: 2637,tatlong,JJN_CCP,O
NaN,martilyo,NNC,Objects
Sentence: 2638,dalawa,JJN_CCP,O
NaN,palakol,NNC,Objects
Sentence: 2639,isa,PRI_CCP,O
NaN,oras,NNC,Objects
Sentence: 2640,nang,RBW,O
NaN,tahimik,VBAF,O
NaN,bayan,NNC,Urban_Environment
NaN,dami,VBAF,O
NaN,kaibigan,NNC,Humans_Body
Sentence: 2641,usa,RBR,Animals
NaN,lumanay,JJD,O
NaN,dambuhala,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,sungay,NNC,Objects
NaN,puno,JJD,O
NaN,bignay,NNC,Objects
Sentence: 2642,musa,RBW_CCP,O
NaN,likot,JJD,O
NaN,punoy,NNC,O
NaN,ikot,JJD,O
NaN,ikot,NNC,O
NaN,papak,VBTR,O
NaN,kape,NNC_CCP,Objects
NaN,tanim,NNC,O
NaN,ingkong,NNC_CCP,O
Sentence: 2643,amo,JJD_CCP,Humans_Body
NaN,lumba,FW,O
NaN,lumba,NNC,O
Sentence: 2644,sakay,VBAF,O
NaN,ako,PRS,Humans_Body
NaN,likod,NNC,O
Sentence: 2645,salakay,VBTS,O
NaN,higante,JJD_CCP,O
NaN,alon,NNC,O
Sentence: 2646,namasyal,VBTS,O
NaN,mga,DTCP,O
NaN,lubog,VBAF,O
NaN,galyon,NNC,O
Sentence: 2647,aspin,FW,Animals
NaN,namamasyal,VBTR,O
NaN,kalye,NNC,Urban_Environment
Sentence: 2648,batik,NNC,O
NaN,batik,NNC,O
NaN,balahibo,NNC,Humans_Body
NaN,laro,VBTR,O
NaN,nyebe,NNC,Natural_Environment
Sentence: 2649,tuko,JJD,O
NaN,puno,NNC,O
NaN,mangga,NNC,Objects
Sentence: 2650,talon,VBTR_VBAF,O
NaN,mga,DTCP,O
NaN,bunga,NNC,Objects
Sentence: 2651,kapit,VBTR_VBAF,O
NaN,sanga,NNC,Natural_Environment
Sentence: 2652,tago,VBTR,O
NaN,ninja,NNC,Humans_Body
